first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,1.1208896084857301e6
subsidy,0.0
TES_LCOE_Capex,45.11143453635648
lifetime,25.0
Q_ind,199.99999999999997
CAPEX_TES_HEN,10836.320928728142
P_coldpump,215.57627218973101
TES_LCOE_Charge,186.83018711418032
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,7.429542104862704
