first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,645949.2126140342
subsidy,0.0
TES_LCOE_Capex,65.77866343852513
lifetime,25.0
Q_ind,99.99999999999999
CAPEX_TES_HEN,700.2369466458272
P_coldpump,215.57627218973101
TES_LCOE_Charge,170.64233807376982
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,3.7147710524316238
