first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,1.414224800772273e6
subsidy,0.0
TES_LCOE_Capex,282.6877821778314
lifetime,25.0
Q_ind,300.0
CAPEX_TES_HEN,10848.957235299562
P_coldpump,215.57627218973101
TES_LCOE_Charge,1426.336272222612
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,3.789066473480257
