first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,1.195336676199529e6
subsidy,0.0
TES_LCOE_Capex,83.49424744900018
lifetime,25.0
Q_ind,199.99999999999997
CAPEX_TES_HEN,1460.6345130723137
P_coldpump,215.57627218973101
TES_LCOE_Charge,263.0234132840222
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,7.4295421048632475
