first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,1.485346165868093e6
subsidy,0.0
TES_LCOE_Capex,69.68870155454664
lifetime,25.0
Q_ind,300.0
CAPEX_TES_HEN,10850.547789978555
P_coldpump,215.57627218973101
TES_LCOE_Charge,176.04261192184663
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,11.144313157294873
