first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,1.0811806571571326e6
subsidy,0.0
TES_LCOE_Capex,37.86430146727138
lifetime,25.0
Q_ind,199.99999999999997
CAPEX_TES_HEN,10830.901570641581
P_coldpump,215.57627218973101
TES_LCOE_Charge,164.68093507427665
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,6946.407233364936
