first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,806931.7691550057
subsidy,0.0
TES_LCOE_Capex,0.2522797361982262
lifetime,25.0
Q_ind,150.0
CAPEX_TES_HEN,4701.382515004594
P_coldpump,215.57627218973101
TES_LCOE_Charge,0.34346902988247074
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,6946.407233364936
